"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"func_4117_a","getEntityClassRenderObject","a","(Ljava/lang/Class;)LRender;","(Ljava/lang/Class;)Lbw;","RenderManager","th","net/minecraft/src","0"
"func_855_a","getEntityRenderObject","a","(LEntity;)LRender;","(Lsn;)Lbw;","RenderManager","th","net/minecraft/src","0"
"func_22187_a","cacheActiveRenderInfo","a","(LWorld;LRenderEngine;LFontRenderer;LEntityLiving;LGameSettings;F)V","(Lfd;Lji;Lsj;Lls;Lkv;F)V","RenderManager","th","net/minecraft/src","0"
"func_854_a","renderEntity","a","(LEntity;F)V","(Lsn;F)V","RenderManager","th","net/minecraft/src","0"
"func_853_a","renderEntityWithPosYaw","a","(LEntity;DDDFF)V","(Lsn;DDDFF)V","RenderManager","th","net/minecraft/src","0"
"func_852_a","func_852_a","a","(LWorld;)V","(Lfd;)V","RenderManager","th","net/minecraft/src","0"
"func_851_a","getDistanceToCamera","a","(DDD)D","(DDD)D","RenderManager","th","net/minecraft/src","0"
"func_6500_a","getFontRenderer","a","()LFontRenderer;","()Lsj;","RenderManager","th","net/minecraft/src","0"
"func_22022_g","ignoreTick","f","(LWorld;IIII)Z","(Lfd;IIII)Z","BlockRedstoneRepeater","wo","net/minecraft/src","0"
"func_950_f","renderStars","g","()V","()V","RenderGlobal","n","net/minecraft/src","0"
"func_946_a","changeWorld","a","(LWorld;)V","(Lfd;)V","RenderGlobal","n","net/minecraft/src","0"
"func_958_a","loadRenderers","a","()V","()V","RenderGlobal","n","net/minecraft/src","0"
"func_951_a","renderEntities","a","(LVec3D;LICamera;F)V","(Lbt;Lyn;F)V","RenderGlobal","n","net/minecraft/src","0"
"func_953_b","getDebugInfoRenders","b","()Ljava/lang/String;","()Ljava/lang/String;","RenderGlobal","n","net/minecraft/src","0"
"func_957_c","getDebugInfoEntities","c","()Ljava/lang/String;","()Ljava/lang/String;","RenderGlobal","n","net/minecraft/src","0"
"func_956_b","markRenderersForNewPosition","b","(III)V","(III)V","RenderGlobal","n","net/minecraft/src","0"
"func_943_a","sortAndRender","a","(LEntityLiving;ID)I","(Lls;ID)I","RenderGlobal","n","net/minecraft/src","0"
"func_962_a","checkOcclusionQueryResult","a","(II)V","(II)V","RenderGlobal","n","net/minecraft/src","0"
"func_952_a","renderSortedRenderers","a","(IIID)I","(IIID)I","RenderGlobal","n","net/minecraft/src","0"
"func_944_a","renderAllRenderLists","a","(ID)V","(ID)V","RenderGlobal","n","net/minecraft/src","0"
"func_945_d","updateClouds","d","()V","()V","RenderGlobal","n","net/minecraft/src","0"
"func_4142_a","renderSky","a","(F)V","(F)V","RenderGlobal","n","net/minecraft/src","0"
"func_4141_b","renderClouds","b","(F)V","(F)V","RenderGlobal","n","net/minecraft/src","0"
"func_27307_a","func_27307_a","a","(DDDF)Z","(DDDF)Z","RenderGlobal","n","net/minecraft/src","0"
"func_6510_c","renderCloudsFancy","c","(F)V","(F)V","RenderGlobal","n","net/minecraft/src","0"
"func_948_a","updateRenderers","a","(LEntityLiving;Z)Z","(Lls;Z)Z","RenderGlobal","n","net/minecraft/src","0"
"func_959_a","drawBlockBreaking","a","(LEntityPlayer;LMovingObjectPosition;ILItemStack;F)V","(Lgs;Lvf;ILiz;F)V","RenderGlobal","n","net/minecraft/src","0"
"func_955_b","drawSelectionBox","b","(LEntityPlayer;LMovingObjectPosition;ILItemStack;F)V","(Lgs;Lvf;ILiz;F)V","RenderGlobal","n","net/minecraft/src","0"
"func_942_a","drawOutlinedBoundingBox","a","(LAxisAlignedBB;)V","(Leq;)V","RenderGlobal","n","net/minecraft/src","0"
"func_949_a","markBlocksForUpdate","a","(IIIIII)V","(IIIIII)V","RenderGlobal","n","net/minecraft/src","0"
"func_960_a","clipRenderersByFrustrum","a","(LICamera;F)V","(Lyn;F)V","RenderGlobal","n","net/minecraft/src","0"
"func_28137_f","func_28137_f","f","()V","()V","RenderGlobal","n","net/minecraft/src","0"
"func_27240_a","func_27240_a","a","(LJ_JsonNodeBuilder;)LJ_JsonArrayNodeBuilder;","(Llb;)Led;","J_JsonArrayNodeBuilder","ed","net/minecraft/src","0"
"func_27241_a","func_27241_a","a","()LJ_JsonRootNode;","()Lqe;","J_JsonArrayNodeBuilder","ed","net/minecraft/src","0"
"func_1192_a","addEffect","a","(LEntityFX;)V","(Lxw;)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1193_a","updateEffects","a","()V","()V","EffectRenderer","dn","net/minecraft/src","0"
"func_1189_a","renderParticles","a","(LEntity;F)V","(Lsn;F)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1187_b","func_1187_b","b","(LEntity;F)V","(Lsn;F)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1188_a","clearEffects","a","(LWorld;)V","(Lfd;)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1186_a","addBlockDestroyEffects","a","(IIIII)V","(IIIII)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1191_a","addBlockHitEffects","a","(IIII)V","(IIII)V","EffectRenderer","dn","net/minecraft/src","0"
"func_1190_b","getStatistics","b","()Ljava/lang/String;","()Ljava/lang/String;","EffectRenderer","dn","net/minecraft/src","0"
"close","close","close","()V","()V","RegionFileChunkBuffer","hz","net/minecraft/src","0"
"func_1117_a","addSound","a","(Ljava/lang/String;Ljava/io/File;)LSoundPoolEntry;","(Ljava/lang/String;Ljava/io/File;)Lbh;","SoundPool","hr","net/minecraft/src","0"
"func_1118_a","getRandomSoundFromSoundPool","a","(Ljava/lang/String;)LSoundPoolEntry;","(Ljava/lang/String;)Lbh;","SoundPool","hr","net/minecraft/src","0"
"func_1116_a","getRandomSound","a","()LSoundPoolEntry;","()Lbh;","SoundPool","hr","net/minecraft/src","0"
"func_878_a","isSolid","a","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_881_b","getCanBlockGrass","b","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_880_c","getIsSolid","c","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_879_d","getIsLiquid","d","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_28127_i","setIsTranslucent","m","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_31062_n","setNoHarvest","n","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_4130_f","setBurning","o","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_876_e","getBurning","e","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_27284_f","setIsGroundCover","f","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_27283_g","getIsGroundCover","g","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_28126_h","getIsTranslucent","h","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_31061_i","getIsHarvestable","i","()Z","()Z","Material","ln","net/minecraft/src","0"
"func_31064_j","getMaterialMobility","j","()I","()I","Material","ln","net/minecraft/src","0"
"func_31063_k","setNoPushMobility","k","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_31060_l","setImmovableMobility","l","()LMaterial;","()Lln;","Material","ln","net/minecraft/src","0"
"func_30004_j","func_30004_j","j","(LWorld;III)V","(Lfd;III)V","BlockStationary","nx","net/minecraft/src","0"
"func_301_k","func_301_k","k","(LWorld;III)Z","(Lfd;III)Z","BlockStationary","nx","net/minecraft/src","0"
"func_900_a","setScheduledTime","a","(J)LNextTickListEntry;","(J)Lqy;","NextTickListEntry","qy","net/minecraft/src","0"
"func_899_a","comparer","a","(LNextTickListEntry;)I","(Lqy;)I","NextTickListEntry","qy","net/minecraft/src","0"
"func_27463_a","func_27463_a","a","(Ljava/io/Reader;LJ_JsonListener;)V","(Ljava/io/Reader;Lwg;)V","J_SajParser","an","net/minecraft/src","0"
"func_27455_a","func_27455_a","a","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llj;Lwg;)V","J_SajParser","an","net/minecraft/src","0"
"func_27453_b","func_27453_b","b","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llj;Lwg;)V","J_SajParser","an","net/minecraft/src","0"
"func_27449_c","func_27449_c","c","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llj;Lwg;)V","J_SajParser","an","net/minecraft/src","0"
"func_27464_d","func_27464_d","d","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llj;Lwg;)V","J_SajParser","an","net/minecraft/src","0"
"func_27459_a","func_27459_a","a","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27451_b","func_27451_b","b","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27460_c","func_27460_c","c","(LJ_PositionTrackingPushbackReader;)C","(Llj;)C","J_SajParser","an","net/minecraft/src","0"
"func_27458_d","func_27458_d","d","(LJ_PositionTrackingPushbackReader;)C","(Llj;)C","J_SajParser","an","net/minecraft/src","0"
"func_27456_e","func_27456_e","e","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27462_f","func_27462_f","f","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27454_g","func_27454_g","g","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27461_h","func_27461_h","h","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27452_i","func_27452_i","i","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llj;)Ljava/lang/String;","J_SajParser","an","net/minecraft/src","0"
"func_27457_j","func_27457_j","j","(LJ_PositionTrackingPushbackReader;)C","(Llj;)C","J_SajParser","an","net/minecraft/src","0"
"func_27450_k","func_27450_k","k","(LJ_PositionTrackingPushbackReader;)I","(Llj;)I","J_SajParser","an","net/minecraft/src","0"
"func_27448_l","func_27448_l","l","(LJ_PositionTrackingPushbackReader;)I","(Llj;)I","J_SajParser","an","net/minecraft/src","0"
"func_21103_b","func_21103_b","b","(II)LItemStack;","(II)Liz;","InventoryCrafting","mq","net/minecraft/src","0"
"func_4049_h","becomeAngryAt","d","(LEntity;)V","(Lsn;)V","EntityPigZombie","ya","net/minecraft/src","0"
"func_27100_a","func_27100_a","a","(IIII)V","(IIII)V","Gui","ub","net/minecraft/src","0"
"func_27099_b","func_27099_b","b","(IIII)V","(IIII)V","Gui","ub","net/minecraft/src","0"
"func_551_a","drawRect","a","(IIIII)V","(IIIII)V","Gui","ub","net/minecraft/src","0"
"func_549_a","drawGradientRect","a","(IIIIII)V","(IIIIII)V","Gui","ub","net/minecraft/src","0"
"func_548_a","drawCenteredString","a","(LFontRenderer;Ljava/lang/String;III)V","(Lsj;Ljava/lang/String;III)V","Gui","ub","net/minecraft/src","0"
"func_547_b","drawString","b","(LFontRenderer;Ljava/lang/String;III)V","(Lsj;Ljava/lang/String;III)V","Gui","ub","net/minecraft/src","0"
"func_550_b","drawTexturedModalRect","b","(IIIIII)V","(IIIIII)V","Gui","ub","net/minecraft/src","0"
"func_874_a","drawStringWithShadow","a","(Ljava/lang/String;III)V","(Ljava/lang/String;III)V","FontRenderer","sj","net/minecraft/src","0"
"func_873_b","drawString","b","(Ljava/lang/String;III)V","(Ljava/lang/String;III)V","FontRenderer","sj","net/minecraft/src","0"
"func_872_a","renderString","a","(Ljava/lang/String;IIIZ)V","(Ljava/lang/String;IIIZ)V","FontRenderer","sj","net/minecraft/src","0"
"func_871_a","getStringWidth","a","(Ljava/lang/String;)I","(Ljava/lang/String;)I","FontRenderer","sj","net/minecraft/src","0"
"func_27278_a","func_27278_a","a","(Ljava/lang/String;IIII)V","(Ljava/lang/String;IIII)V","FontRenderer","sj","net/minecraft/src","0"
"func_27277_a","func_27277_a","a","(Ljava/lang/String;I)I","(Ljava/lang/String;I)I","FontRenderer","sj","net/minecraft/src","0"
"func_165_a","doRenderItem","a","(LEntityItem;DDDFF)V","(Lhl;DDDFF)V","RenderItem","bb","net/minecraft/src","0"
"func_27003_a","drawItemIntoGui","a","(LFontRenderer;LRenderEngine;IIIII)V","(Lsj;Lji;IIIII)V","RenderItem","bb","net/minecraft/src","0"
"func_161_a","renderItemIntoGUI","a","(LFontRenderer;LRenderEngine;LItemStack;II)V","(Lsj;Lji;Liz;II)V","RenderItem","bb","net/minecraft/src","0"
"func_164_b","renderItemOverlayIntoGUI","b","(LFontRenderer;LRenderEngine;LItemStack;II)V","(Lsj;Lji;Liz;II)V","RenderItem","bb","net/minecraft/src","0"
"func_162_a","renderQuad","a","(LTessellator;IIIII)V","(Lnw;IIIII)V","RenderItem","bb","net/minecraft/src","0"
"func_163_a","renderTexturedQuad","a","(IIIIII)V","(IIIIII)V","RenderItem","bb","net/minecraft/src","0"
"func_1085_a","splitStack","a","(I)LItemStack;","(I)Liz;","ItemStack","iz","net/minecraft/src","0"
"func_1091_a","getItem","a","()LItem;","()Lgm;","ItemStack","iz","net/minecraft/src","0"
"func_1088_b","getIconIndex","b","()I","()I","ItemStack","iz","net/minecraft/src","0"
"func_1090_a","useItem","a","(LEntityPlayer;LWorld;IIII)Z","(Lgs;Lfd;IIII)Z","ItemStack","iz","net/minecraft/src","0"
"func_1098_a","getStrVsBlock","a","(LBlock;)F","(Luu;)F","ItemStack","iz","net/minecraft/src","0"
"func_1093_a","useItemRightClick","a","(LWorld;LEntityPlayer;)LItemStack;","(Lfd;Lgs;)Liz;","ItemStack","iz","net/minecraft/src","0"
"func_1086_a","writeToNBT","a","(LNBTTagCompound;)LNBTTagCompound;","(Lnu;)Lnu;","ItemStack","iz","net/minecraft/src","0"
"func_1096_b","readFromNBT","b","(LNBTTagCompound;)V","(Lnu;)V","ItemStack","iz","net/minecraft/src","0"
"func_1089_c","getMaxStackSize","c","()I","()I","ItemStack","iz","net/minecraft/src","0"
"func_21180_d","isStackable","d","()Z","()Z","ItemStack","iz","net/minecraft/src","0"
"func_21182_e","isItemStackDamageable","e","()Z","()Z","ItemStack","iz","net/minecraft/src","0"
"func_21183_f","getHasSubtypes","f","()Z","()Z","ItemStack","iz","net/minecraft/src","0"
"func_21185_g","isItemDamaged","g","()Z","()Z","ItemStack","iz","net/minecraft/src","0"
"func_21179_h","getItemDamageForDisplay","h","()I","()I","ItemStack","iz","net/minecraft/src","0"
"func_21181_i","getItemDamage","i","()I","()I","ItemStack","iz","net/minecraft/src","0"
"func_28156_b","setItemDamage","b","(I)V","(I)V","ItemStack","iz","net/minecraft/src","0"
"func_1094_d","getMaxDamage","j","()I","()I","ItemStack","iz","net/minecraft/src","0"
"func_25190_a","damageItem","a","(ILEntity;)V","(ILsn;)V","ItemStack","iz","net/minecraft/src","0"
"func_1092_a","hitEntity","a","(LEntityLiving;LEntityPlayer;)V","(Lls;Lgs;)V","ItemStack","iz","net/minecraft/src","0"
"func_25191_a","onDestroyBlock","a","(IIIILEntityPlayer;)V","(IIIILgs;)V","ItemStack","iz","net/minecraft/src","0"
"func_1095_a","getDamageVsEntity","a","(LEntity;)I","(Lsn;)I","ItemStack","iz","net/minecraft/src","0"
"func_1099_b","canHarvestBlock","b","(LBlock;)Z","(Luu;)Z","ItemStack","iz","net/minecraft/src","0"
"func_1097_a","func_1097_a","a","(LEntityPlayer;)V","(Lgs;)V","ItemStack","iz","net/minecraft/src","0"
"func_1100_b","useItemOnEntity","a","(LEntityLiving;)V","(Lls;)V","ItemStack","iz","net/minecraft/src","0"
"func_1102_e","copy","k","()LItemStack;","()Liz;","ItemStack","iz","net/minecraft/src","0"
"func_20107_a","areItemStacksEqual","a","(LItemStack;LItemStack;)Z","(Liz;Liz;)Z","ItemStack","iz","net/minecraft/src","0"
"func_20108_a","isItemStackEqual","d","(LItemStack;)Z","(Liz;)Z","ItemStack","iz","net/minecraft/src","0"
"func_21184_a","isItemEqual","a","(LItemStack;)Z","(Liz;)Z","ItemStack","iz","net/minecraft/src","0"
"func_20109_f","getItemName","l","()Ljava/lang/String;","()Ljava/lang/String;","ItemStack","iz","net/minecraft/src","0"
"func_30010_b","copyItemStack","b","(LItemStack;)LItemStack;","(Liz;)Liz;","ItemStack","iz","net/minecraft/src","0"
"func_28153_a","updateAnimation","a","(LWorld;LEntity;IZ)V","(Lfd;Lsn;IZ)V","ItemStack","iz","net/minecraft/src","0"
"func_28155_b","onCrafting","b","(LWorld;LEntityPlayer;)V","(Lfd;Lgs;)V","ItemStack","iz","net/minecraft/src","0"
"func_28154_b","isStackEqual","c","(LItemStack;)Z","(Liz;)Z","ItemStack","iz","net/minecraft/src","0"
"func_175_a","preRenderScale","a","(LEntityGiantZombie;F)V","(Lnt;F)V","RenderGiantZombie","yg","net/minecraft/src","0"
"func_22179_a","func_22179_a","a","([Ljava/io/File;)V","([Ljava/io/File;)V","SaveFormatOld","tq","net/minecraft/src","0"
"func_4056_N","func_4056_N","am","()V","()V","EntityClientPlayerMP","tk","net/minecraft/src","0"
"func_9375_Q","sendInventoryChanged","an","()V","()V","EntityClientPlayerMP","tk","net/minecraft/src","0"
"func_27027_b","func_27027_b","b","(LStatBase;I)V","(Lvr;I)V","EntityClientPlayerMP","tk","net/minecraft/src","0"
"func_6360_i","removeLeaves","h","(LWorld;III)V","(Lfd;III)V","BlockLeaves","bk","net/minecraft/src","0"
"func_310_a","setGraphicsLevel","a","(Z)V","(Z)V","BlockLeaves","bk","net/minecraft/src","0"
"func_28214_a","func_28214_a","a","(Ljava/io/File;Ljava/lang/String;Ljava/io/File;)V","(Ljava/io/File;Ljava/lang/String;Ljava/io/File;)V","StatsSyncher","cj","net/minecraft/src","0"
"func_27415_a","func_27415_a","a","(Ljava/io/File;Ljava/io/File;Ljava/io/File;)Ljava/util/Map;","(Ljava/io/File;Ljava/io/File;Ljava/io/File;)Ljava/util/Map;","StatsSyncher","cj","net/minecraft/src","0"
"func_27408_a","func_27408_a","a","(Ljava/io/File;)Ljava/util/Map;","(Ljava/io/File;)Ljava/util/Map;","StatsSyncher","cj","net/minecraft/src","0"
"func_27410_a","func_27410_a","a","(Ljava/util/Map;Ljava/io/File;Ljava/io/File;Ljava/io/File;)V","(Ljava/util/Map;Ljava/io/File;Ljava/io/File;Ljava/io/File;)V","StatsSyncher","cj","net/minecraft/src","0"
"func_27418_a","beginReceiveStats","a","()V","()V","StatsSyncher","cj","net/minecraft/src","0"
"func_27424_a","beginSendStats","a","(Ljava/util/Map;)V","(Ljava/util/Map;)V","StatsSyncher","cj","net/minecraft/src","0"
"func_27407_b","syncStatsFileWithMap","b","(Ljava/util/Map;)V","(Ljava/util/Map;)V","StatsSyncher","cj","net/minecraft/src","0"
"func_27420_b","func_27420_b","b","()Z","()Z","StatsSyncher","cj","net/minecraft/src","0"
"func_27425_c","func_27425_c","c","()V","()V","StatsSyncher","cj","net/minecraft/src","0"
"func_27422_a","func_27422_a","a","(LStatsSyncher;)Ljava/util/Map;","(Lcj;)Ljava/util/Map;","StatsSyncher","cj","net/minecraft/src","0"
"func_27423_b","func_27423_b","b","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_27411_c","func_27411_c","c","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_27413_d","func_27413_d","d","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_27412_a","func_27412_a","a","(LStatsSyncher;Ljava/util/Map;Ljava/io/File;Ljava/io/File;Ljava/io/File;)V","(Lcj;Ljava/util/Map;Ljava/io/File;Ljava/io/File;Ljava/io/File;)V","StatsSyncher","cj","net/minecraft/src","0"
"func_27421_a","func_27421_a","a","(LStatsSyncher;Ljava/util/Map;)Ljava/util/Map;","(Lcj;Ljava/util/Map;)Ljava/util/Map;","StatsSyncher","cj","net/minecraft/src","0"
"func_27409_a","func_27409_a","a","(LStatsSyncher;Ljava/io/File;Ljava/io/File;Ljava/io/File;)Ljava/util/Map;","(Lcj;Ljava/io/File;Ljava/io/File;Ljava/io/File;)Ljava/util/Map;","StatsSyncher","cj","net/minecraft/src","0"
"func_27416_a","func_27416_a","a","(LStatsSyncher;Z)Z","(Lcj;Z)Z","StatsSyncher","cj","net/minecraft/src","0"
"func_27414_e","func_27414_e","e","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_27417_f","func_27417_f","f","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_27419_g","func_27419_g","g","(LStatsSyncher;)Ljava/io/File;","(Lcj;)Ljava/io/File;","StatsSyncher","cj","net/minecraft/src","0"
"func_465_i","getWorld","k","()LWorld;","()Lfd;","EntityFallingSand","ju","net/minecraft/src","0"
"accept","accept","accept","(Ljava/io/File;Ljava/lang/String;)Z","(Ljava/io/File;Ljava/lang/String;)Z","ChunkFilePattern","rs","net/minecraft/src","0"
"func_27063_c","func_27063_c","c","(Ljava/lang/Object;)Ljava/lang/Object;","(Ljava/lang/Object;)Ljava/lang/Object;","J_LeafFunctor","ba","net/minecraft/src","0"
"func_22149_a","getChunkLoader","a","(LWorldProvider;)LIChunkLoader;","(Lxa;)Lbf;","ISaveHandler","wt","net/minecraft/src","0"
"func_22148_a","saveWorldInfoAndPlayer","a","(LWorldInfo;Ljava/util/List;)V","(Lei;Ljava/util/List;)V","ISaveHandler","wt","net/minecraft/src","0"
"func_22151_c","loadWorldInfo","c","()LWorldInfo;","()Lei;","ISaveHandler","wt","net/minecraft/src","0"
"func_22150_b","func_22150_b","b","()V","()V","ISaveHandler","wt","net/minecraft/src","0"
"func_22152_a","saveWorldInfo","a","(LWorldInfo;)V","(Lei;)V","ISaveHandler","wt","net/minecraft/src","0"
"func_28113_a","func_28113_a","a","(Ljava/lang/String;)Ljava/io/File;","(Ljava/lang/String;)Ljava/io/File;","ISaveHandler","wt","net/minecraft/src","0"
"func_179_a","renderSlimePassModel","a","(LEntitySlime;IF)Z","(Luw;IF)Z","RenderSlime","mj","net/minecraft/src","0"
"func_178_a","scaleSlime","a","(LEntitySlime;F)V","(Luw;F)V","RenderSlime","mj","net/minecraft/src","0"
"func_154_a","renderArrow","a","(LEntityArrow;DDDFF)V","(Lsl;DDDFF)V","RenderArrow","mc","net/minecraft/src","0"
"openInputStream","openInputStream","openInputStream","()Ljava/io/InputStream;","()Ljava/io/InputStream;","CodecMus","io","net/minecraft/src","0"
"func_530_a","pickCheckLootItem","a","(Ljava/util/Random;)LItemStack;","(Ljava/util/Random;)Liz;","WorldGenDungeons","er","net/minecraft/src","0"
"func_531_b","pickMobSpawner","b","(Ljava/util/Random;)Ljava/lang/String;","(Ljava/util/Random;)Ljava/lang/String;","WorldGenDungeons","er","net/minecraft/src","0"
"func_4132_a","renderItem","a","(LEntityLiving;LItemStack;)V","(Lls;Liz;)V","ItemRenderer","ra","net/minecraft/src","0"
"func_4133_a","renderItemInFirstPerson","a","(F)V","(F)V","ItemRenderer","ra","net/minecraft/src","0"
"func_893_b","renderOverlays","b","(F)V","(F)V","ItemRenderer","ra","net/minecraft/src","0"
"func_898_a","renderInsideOfBlock","a","(FI)V","(FI)V","ItemRenderer","ra","net/minecraft/src","0"
"func_892_c","renderWarpedTextureOverlay","c","(F)V","(F)V","ItemRenderer","ra","net/minecraft/src","0"
"func_890_d","renderFireInFirstPerson","d","(F)V","(F)V","ItemRenderer","ra","net/minecraft/src","0"
"func_895_a","updateEquippedItem","a","()V","()V","ItemRenderer","ra","net/minecraft/src","0"
"func_9449_b","func_9449_b","b","()V","()V","ItemRenderer","ra","net/minecraft/src","0"
"func_9450_c","func_9450_c","c","()V","()V","ItemRenderer","ra","net/minecraft/src","0"
"func_6330_a","preRenderCallback","a","(LEntityLiving;F)V","(Lls;F)V","RenderLiving","gv","net/minecraft/src","0"
"func_166_a","shouldRenderPass","a","(LEntityLiving;IF)Z","(Lls;IF)Z","RenderLiving","gv","net/minecraft/src","0"
"func_4013_a","setRenderPassModel","a","(LModelBase;)V","(Lko;)V","RenderLiving","gv","net/minecraft/src","0"
"func_171_a","doRenderLiving","a","(LEntityLiving;DDDFF)V","(Lls;DDDFF)V","RenderLiving","gv","net/minecraft/src","0"
"func_22012_b","func_22012_b","b","(LEntityLiving;DDD)V","(Lls;DDD)V","RenderLiving","gv","net/minecraft/src","0"
"func_21004_a","rotateCorpse","a","(LEntityLiving;FFF)V","(Lls;FFF)V","RenderLiving","gv","net/minecraft/src","0"
"func_167_c","func_167_c","d","(LEntityLiving;F)F","(Lls;F)F","RenderLiving","gv","net/minecraft/src","0"
"func_170_d","func_170_d","c","(LEntityLiving;F)F","(Lls;F)F","RenderLiving","gv","net/minecraft/src","0"
"func_6331_b","renderEquippedItems","b","(LEntityLiving;F)V","(Lls;F)V","RenderLiving","gv","net/minecraft/src","0"
"func_27005_b","func_27005_b","b","(LEntityLiving;IF)Z","(Lls;IF)Z","RenderLiving","gv","net/minecraft/src","0"
"func_172_a","getDeathMaxRotation","a","(LEntityLiving;)F","(Lls;)F","RenderLiving","gv","net/minecraft/src","0"
"func_173_a","getColorMultiplier","a","(LEntityLiving;FF)I","(Lls;FF)I","RenderLiving","gv","net/minecraft/src","0"
"func_22014_a","passSpecialRender","a","(LEntityLiving;DDD)V","(Lls;DDD)V","RenderLiving","gv","net/minecraft/src","0"
